,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
1393,Subsistence Incidence among Population (%),2012,Ifugao,22.3,Province,CAR,%
1394,Subsistence Incidence among Population (%),2015,Ifugao,16.8,Province,CAR,%
1395,Magnitude of Subsistence Poor Population,1991,Ifugao,,Province,CAR, people
1396,Magnitude of Subsistence Poor Population,2006,Ifugao,17820.0,Province,CAR, people
1397,Magnitude of Subsistence Poor Population,2009,Ifugao,18649.0,Province,CAR, people
1398,Magnitude of Subsistence Poor Population,2012,Ifugao,41953.0,Province,CAR, people
1399,Magnitude of Subsistence Poor Population,2015,Ifugao,35386.0,Province,CAR, people
1400,Annual Per Capita Poverty Threshold (in Pesos),1991,Ilocos Norte,,Province,Region I, PHP
1401,Annual Per Capita Poverty Threshold (in Pesos),2006,Ilocos Norte,14512.0,Province,Region I, PHP
1402,Annual Per Capita Poverty Threshold (in Pesos),2009,Ilocos Norte,17990.0,Province,Region I, PHP
1403,Annual Per Capita Poverty Threshold (in Pesos),2012,Ilocos Norte,18953.0,Province,Region I, PHP
1404,Annual Per Capita Poverty Threshold (in Pesos),2015,Ilocos Norte,20615.0,Province,Region I, PHP
1405,Poverty Incidence among Families (%),1991,Ilocos Norte,,Province,Region I,%
1406,Poverty Incidence among Families (%),2006,Ilocos Norte,13.7,Province,Region I,%
1407,Poverty Incidence among Families (%),2009,Ilocos Norte,11.1,Province,Region I,%
1408,Poverty Incidence among Families (%),2012,Ilocos Norte,8.4,Province,Region I,%
1409,Poverty Incidence among Families (%),2015,Ilocos Norte,3.3,Province,Region I,%
1410,Magnitude of Poor Families,1991,Ilocos Norte,,Province,Region I, families
1411,Magnitude of Poor Families,2006,Ilocos Norte,16393.0,Province,Region I, families
1412,Magnitude of Poor Families,2009,Ilocos Norte,14045.0,Province,Region I, families
1413,Magnitude of Poor Families,2012,Ilocos Norte,11211.0,Province,Region I, families
1414,Magnitude of Poor Families,2015,Ilocos Norte,4848.0,Province,Region I, families
1415,Poverty Incidence among Population (%),1991,Ilocos Norte,,Province,Region I,%
1416,Poverty Incidence among Population (%),2006,Ilocos Norte,17.7,Province,Region I,%
1417,Poverty Incidence among Population (%),2009,Ilocos Norte,14.7,Province,Region I,%
1418,Poverty Incidence among Population (%),2012,Ilocos Norte,9.9,Province,Region I,%
1419,Poverty Incidence among Population (%),2015,Ilocos Norte,5.3,Province,Region I,%
1420,Magnitude of Poor Population,1991,Ilocos Norte,,Province,Region I, people
1421,Magnitude of Poor Population,2006,Ilocos Norte,94405.0,Province,Region I, people
1422,Magnitude of Poor Population,2009,Ilocos Norte,79794.0,Province,Region I, people
1423,Magnitude of Poor Population,2012,Ilocos Norte,55010.0,Province,Region I, people
1424,Magnitude of Poor Population,2015,Ilocos Norte,32822.0,Province,Region I, people
1425,Subsistence Incidence among Population (%),1991,Ilocos Norte,,Province,Region I,%
1426,Subsistence Incidence among Population (%),2006,Ilocos Norte,7.9,Province,Region I,%
1427,Subsistence Incidence among Population (%),2009,Ilocos Norte,4.2,Province,Region I,%
1428,Subsistence Incidence among Population (%),2012,Ilocos Norte,1.5,Province,Region I,%
1429,Subsistence Incidence among Population (%),2015,Ilocos Norte,0.0,Province,Region I,%
1430,Magnitude of Subsistence Poor Population,1991,Ilocos Norte,,Province,Region I, people
1431,Magnitude of Subsistence Poor Population,2006,Ilocos Norte,42245.0,Province,Region I, people
1432,Magnitude of Subsistence Poor Population,2009,Ilocos Norte,22908.0,Province,Region I, people
1433,Magnitude of Subsistence Poor Population,2012,Ilocos Norte,8610.0,Province,Region I, people
1434,Magnitude of Subsistence Poor Population,2015,Ilocos Norte,0.0,Province,Region I, people
1435,Annual Per Capita Poverty Threshold (in Pesos),1991,Ilocos Sur,,Province,Region I, PHP
1436,Annual Per Capita Poverty Threshold (in Pesos),2006,Ilocos Sur,14836.0,Province,Region I, PHP
1437,Annual Per Capita Poverty Threshold (in Pesos),2009,Ilocos Sur,18610.0,Province,Region I, PHP
1438,Annual Per Capita Poverty Threshold (in Pesos),2012,Ilocos Sur,20885.0,Province,Region I, PHP
1439,Annual Per Capita Poverty Threshold (in Pesos),2015,Ilocos Sur,22535.0,Province,Region I, PHP
1440,Poverty Incidence among Families (%),1991,Ilocos Sur,,Province,Region I,%
1441,Poverty Incidence among Families (%),2006,Ilocos Sur,16.4,Province,Region I,%
1442,Poverty Incidence among Families (%),2009,Ilocos Sur,13.4,Province,Region I,%
1443,Poverty Incidence among Families (%),2012,Ilocos Sur,13.7,Province,Region I,%
1444,Poverty Incidence among Families (%),2015,Ilocos Sur,9.5,Province,Region I,%
1445,Magnitude of Poor Families,1991,Ilocos Sur,,Province,Region I, families
1446,Magnitude of Poor Families,2006,Ilocos Sur,22174.0,Province,Region I, families
1447,Magnitude of Poor Families,2009,Ilocos Sur,19256.0,Province,Region I, families
1448,Magnitude of Poor Families,2012,Ilocos Sur,20886.0,Province,Region I, families
1449,Magnitude of Poor Families,2015,Ilocos Sur,15269.0,Province,Region I, families
1450,Poverty Incidence among Population (%),1991,Ilocos Sur,,Province,Region I,%
1451,Poverty Incidence among Population (%),2006,Ilocos Sur,20.8,Province,Region I,%
1452,Poverty Incidence among Population (%),2009,Ilocos Sur,18.1,Province,Region I,%
1453,Poverty Incidence among Population (%),2012,Ilocos Sur,17.3,Province,Region I,%
1454,Poverty Incidence among Population (%),2015,Ilocos Sur,12.1,Province,Region I,%
1455,Magnitude of Poor Population,1991,Ilocos Sur,,Province,Region I, people
1456,Magnitude of Poor Population,2006,Ilocos Sur,120162.0,Province,Region I, people
1457,Magnitude of Poor Population,2009,Ilocos Sur,107066.0,Province,Region I, people
1458,Magnitude of Poor Population,2012,Ilocos Sur,105196.0,Province,Region I, people
1459,Magnitude of Poor Population,2015,Ilocos Sur,86612.0,Province,Region I, people
1460,Subsistence Incidence among Population (%),1991,Ilocos Sur,,Province,Region I,%
1461,Subsistence Incidence among Population (%),2006,Ilocos Sur,6.5,Province,Region I,%
1462,Subsistence Incidence among Population (%),2009,Ilocos Sur,4.3,Province,Region I,%
1463,Subsistence Incidence among Population (%),2012,Ilocos Sur,7.6,Province,Region I,%
1464,Subsistence Incidence among Population (%),2015,Ilocos Sur,2.0,Province,Region I,%
1465,Magnitude of Subsistence Poor Population,1991,Ilocos Sur,,Province,Region I, people
1466,Magnitude of Subsistence Poor Population,2006,Ilocos Sur,37507.0,Province,Region I, people
1467,Magnitude of Subsistence Poor Population,2009,Ilocos Sur,25297.0,Province,Region I, people
1468,Magnitude of Subsistence Poor Population,2012,Ilocos Sur,46225.0,Province,Region I, people
1469,Magnitude of Subsistence Poor Population,2015,Ilocos Sur,14406.0,Province,Region I, people
1470,Annual Per Capita Poverty Threshold (in Pesos),1991,Iloilo,,Province,Region VI, PHP
1471,Annual Per Capita Poverty Threshold (in Pesos),2006,Iloilo,12965.0,Province,Region VI, PHP
1472,Annual Per Capita Poverty Threshold (in Pesos),2009,Iloilo,16448.0,Province,Region VI, PHP
1473,Annual Per Capita Poverty Threshold (in Pesos),2012,Iloilo,18827.0,Province,Region VI, PHP
1474,Annual Per Capita Poverty Threshold (in Pesos),2015,Iloilo,22117.0,Province,Region VI, PHP
1475,Poverty Incidence among Families (%),1991,Iloilo,,Province,Region VI,%
1476,Poverty Incidence among Families (%),2006,Iloilo,16.7,Province,Region VI,%
1477,Poverty Incidence among Families (%),2009,Iloilo,19.7,Province,Region VI,%
1478,Poverty Incidence among Families (%),2012,Iloilo,20.8,Province,Region VI,%
1479,Poverty Incidence among Families (%),2015,Iloilo,14.9,Province,Region VI,%
1480,Magnitude of Poor Families,1991,Iloilo,,Province,Region VI, families
1481,Magnitude of Poor Families,2006,Iloilo,71708.0,Province,Region VI, families
1482,Magnitude of Poor Families,2009,Iloilo,90558.0,Province,Region VI, families
1483,Magnitude of Poor Families,2012,Iloilo,102924.0,Province,Region VI, families
1484,Magnitude of Poor Families,2015,Iloilo,87264.0,Province,Region VI, families
1485,Poverty Incidence among Population (%),1991,Iloilo,,Province,Region VI,%
1486,Poverty Incidence among Population (%),2006,Iloilo,21.8,Province,Region VI,%
1487,Poverty Incidence among Population (%),2009,Iloilo,26.6,Province,Region VI,%
1488,Poverty Incidence among Population (%),2012,Iloilo,26.2,Province,Region VI,%
1489,Poverty Incidence among Population (%),2015,Iloilo,20.0,Province,Region VI,%
1490,Magnitude of Poor Population,1991,Iloilo,,Province,Region VI, people
1491,Magnitude of Poor Population,2006,Iloilo,453617.0,Province,Region VI, people
1492,Magnitude of Poor Population,2009,Iloilo,563572.0,Province,Region VI, people
1493,Magnitude of Poor Population,2012,Iloilo,580937.0,Province,Region VI, people
1494,Magnitude of Poor Population,2015,Iloilo,540001.0,Province,Region VI, people
1495,Subsistence Incidence among Population (%),1991,Iloilo,,Province,Region VI,%
1496,Subsistence Incidence among Population (%),2006,Iloilo,9.4,Province,Region VI,%
1497,Subsistence Incidence among Population (%),2009,Iloilo,8.7,Province,Region VI,%
1498,Subsistence Incidence among Population (%),2012,Iloilo,10.0,Province,Region VI,%
1499,Subsistence Incidence among Population (%),2015,Iloilo,7.9,Province,Region VI,%
1500,Magnitude of Subsistence Poor Population,1991,Iloilo,,Province,Region VI, people
1501,Magnitude of Subsistence Poor Population,2006,Iloilo,195812.0,Province,Region VI, people
1502,Magnitude of Subsistence Poor Population,2009,Iloilo,183411.0,Province,Region VI, people
1503,Magnitude of Subsistence Poor Population,2012,Iloilo,222680.0,Province,Region VI, people
1504,Magnitude of Subsistence Poor Population,2015,Iloilo,213579.0,Province,Region VI, people
1505,Annual Per Capita Poverty Threshold (in Pesos),1991,Isabela,,Province,Region II, PHP
1506,Annual Per Capita Poverty Threshold (in Pesos),2006,Isabela,13702.0,Province,Region II, PHP
1507,Annual Per Capita Poverty Threshold (in Pesos),2009,Isabela,17057.0,Province,Region II, PHP
1508,Annual Per Capita Poverty Threshold (in Pesos),2012,Isabela,19400.0,Province,Region II, PHP
1509,Annual Per Capita Poverty Threshold (in Pesos),2015,Isabela,22547.0,Province,Region II, PHP
1510,Poverty Incidence among Families (%),1991,Isabela,,Province,Region II,%
1511,Poverty Incidence among Families (%),2006,Isabela,23.8,Province,Region II,%
1512,Poverty Incidence among Families (%),2009,Isabela,22.6,Province,Region II,%
1513,Poverty Incidence among Families (%),2012,Isabela,19.0,Province,Region II,%
1514,Poverty Incidence among Families (%),2015,Isabela,10.6,Province,Region II,%
1515,Magnitude of Poor Families,1991,Isabela,,Province,Region II, families
1516,Magnitude of Poor Families,2006,Isabela,72134.0,Province,Region II, families
1517,Magnitude of Poor Families,2009,Isabela,74412.0,Province,Region II, families
1518,Magnitude of Poor Families,2012,Isabela,68106.0,Province,Region II, families
1519,Magnitude of Poor Families,2015,Isabela,42685.0,Province,Region II, families
1520,Poverty Incidence among Population (%),1991,Isabela,,Province,Region II,%
1521,Poverty Incidence among Population (%),2006,Isabela,29.6,Province,Region II,%
1522,Poverty Incidence among Population (%),2009,Isabela,28.9,Province,Region II,%
1523,Poverty Incidence among Population (%),2012,Isabela,24.4,Province,Region II,%
1524,Poverty Incidence among Population (%),2015,Isabela,15.2,Province,Region II,%
1525,Magnitude of Poor Population,1991,Isabela,,Province,Region II, people
1526,Magnitude of Poor Population,2006,Isabela,413905.0,Province,Region II, people
1527,Magnitude of Poor Population,2009,Isabela,407960.0,Province,Region II, people
1528,Magnitude of Poor Population,2012,Isabela,365024.0,Province,Region II, people
1529,Magnitude of Poor Population,2015,Isabela,259183.0,Province,Region II, people
1530,Subsistence Incidence among Population (%),1991,Isabela,,Province,Region II,%
1531,Subsistence Incidence among Population (%),2006,Isabela,10.4,Province,Region II,%
1532,Subsistence Incidence among Population (%),2009,Isabela,9.8,Province,Region II,%
1533,Subsistence Incidence among Population (%),2012,Isabela,5.5,Province,Region II,%
1534,Subsistence Incidence among Population (%),2015,Isabela,1.6,Province,Region II,%
1535,Magnitude of Subsistence Poor Population,1991,Isabela,,Province,Region II, people
1536,Magnitude of Subsistence Poor Population,2006,Isabela,145696.0,Province,Region II, people
1537,Magnitude of Subsistence Poor Population,2009,Isabela,138980.0,Province,Region II, people
1538,Magnitude of Subsistence Poor Population,2012,Isabela,82353.0,Province,Region II, people
1539,Magnitude of Subsistence Poor Population,2015,Isabela,27989.0,Province,Region II, people
1540,Annual Per Capita Poverty Threshold (in Pesos),1991,Isabela City,,Province,Region IX, PHP
1541,Annual Per Capita Poverty Threshold (in Pesos),2006,Isabela City,12763.0,Province,Region IX, PHP
1542,Annual Per Capita Poverty Threshold (in Pesos),2009,Isabela City,16364.0,Province,Region IX, PHP
1543,Annual Per Capita Poverty Threshold (in Pesos),2012,Isabela City,19670.0,Province,Region IX, PHP
1544,Annual Per Capita Poverty Threshold (in Pesos),2015,Isabela City,20617.0,Province,Region IX, PHP
1545,Poverty Incidence among Families (%),1991,Isabela City,,Province,Region IX,%
1546,Poverty Incidence among Families (%),2006,Isabela City,33.9,Province,Region IX,%
1547,Poverty Incidence among Families (%),2009,Isabela City,21.4,Province,Region IX,%
1548,Poverty Incidence among Families (%),2012,Isabela City,15.5,Province,Region IX,%
1549,Poverty Incidence among Families (%),2015,Isabela City,18.3,Province,Region IX,%
1550,Magnitude of Poor Families,1991,Isabela City,,Province,Region IX, families
1551,Magnitude of Poor Families,2006,Isabela City,5940.0,Province,Region IX, families
1552,Magnitude of Poor Families,2009,Isabela City,4226.0,Province,Region IX, families
1553,Magnitude of Poor Families,2012,Isabela City,3429.0,Province,Region IX, families
1554,Magnitude of Poor Families,2015,Isabela City,6284.0,Province,Region IX, families
1555,Poverty Incidence among Population (%),1991,Isabela City,,Province,Region IX,%
1556,Poverty Incidence among Population (%),2006,Isabela City,41.9,Province,Region IX,%
1557,Poverty Incidence among Population (%),2009,Isabela City,27.4,Province,Region IX,%
1558,Poverty Incidence among Population (%),2012,Isabela City,22.1,Province,Region IX,%
1559,Poverty Incidence among Population (%),2015,Isabela City,25.1,Province,Region IX,%
1560,Magnitude of Poor Population,1991,Isabela City,,Province,Region IX, people
1561,Magnitude of Poor Population,2006,Isabela City,35302.0,Province,Region IX, people
1562,Magnitude of Poor Population,2009,Isabela City,25950.0,Province,Region IX, people
1563,Magnitude of Poor Population,2012,Isabela City,21518.0,Province,Region IX, people
1564,Magnitude of Poor Population,2015,Isabela City,45211.0,Province,Region IX, people
1565,Subsistence Incidence among Population (%),1991,Isabela City,,Province,Region IX,%
1566,Subsistence Incidence among Population (%),2006,Isabela City,28.7,Province,Region IX,%
1567,Subsistence Incidence among Population (%),2009,Isabela City,2.3,Province,Region IX,%
1568,Subsistence Incidence among Population (%),2012,Isabela City,4.7,Province,Region IX,%
1569,Subsistence Incidence among Population (%),2015,Isabela City,4.0,Province,Region IX,%
1570,Magnitude of Subsistence Poor Population,1991,Isabela City,,Province,Region IX, people
1571,Magnitude of Subsistence Poor Population,2006,Isabela City,24173.0,Province,Region IX, people
1572,Magnitude of Subsistence Poor Population,2009,Isabela City,2143.0,Province,Region IX, people
